257.5000	256.6667
259.5000	255.8333
262.5000	256.6667
265.8333	256.6667
269.5000	256.6667
272.5000	256.3333
273.5000	254.3333
275.6667	252.3333
277.0000	251.5000
278.5000	250.5000
280.6667	249.5000
282.8333	250.5000
285.7500	250.1250
288.0000	249.6250
290.1250	249.5000
291.5000	248.5000
293.1250	248.1250
294.6250	247.3750
296.5000	247.6250
297.7500	246.7500
299.8750	248.5000
303.6250	248.0000
306.3750	248.7500
309.6250	250.5000
312.6250	251.5000
315.5000	251.5000
317.6250	250.3750
319.7500	249.5000
321.3750	248.3750
326.5000	248.7500
330.6250	247.6250
333.7500	247.6250
335.5000	247.6250
338.7500	245.5000
342.5000	243.5000
343.7500	242.6250
346.0000	241.3750
348.7500	238.6250
349.8750	236.2500
350.7500	233.0000
351.1250	230.5000
351.6250	227.8750
353.3750	226.1250
355.2500	224.5000
356.8750	223.8750
359.5000	223.7500
362.1250	223.7500
364.6250	223.5000
367.0000	224.5000
369.8750	224.2500
373.0000	224.2500
375.2500	225.5000
378.1250	226.1250
380.8750	226.2500
383.0000	227.2500
385.6250	227.8750
387.7500	229.2500
