200.0000	273.1667
202.0000	272.4167
204.0000	271.0833
205.5833	269.8333
206.5000	268.6667
207.1667	266.2500
207.4167	263.6667
207.6667	259.5833
207.0000	258.0000
208.6667	256.2500
210.6667	255.1667
212.1667	253.2500
215.1667	252.6667
218.1667	251.1667
220.8333	250.9167
222.8333	249.3333
225.0833	246.9167
227.1667	246.2500
230.0833	244.3333
231.9167	242.3333
234.0833	241.8333
236.0833	240.9167
239.0000	241.0000
240.5833	239.7500
242.5833	239.5833
244.7500	238.5833
247.0000	238.7500
249.0000	239.0000
250.5833	240.3333
251.5000	241.5833
252.1667	243.9167
252.7500	246.0833
253.5000	247.8333
254.1667	250.0000
254.5000	252.4167
255.7500	253.9167
256.5833	255.7500
