255.3333	256.8333
254.1667	257.6667
253.3333	258.6667
252.3333	259.6667
251.3333	260.3333
250.3333	261.3333
249.6667	262.6667
249.1667	263.5000
248.3333	264.1667
247.6667	265.3333
246.8333	266.0000
246.5000	267.1667
246.1667	268.8333
246.1667	270.3333
246.0000	271.3333
245.8333	273.3333
245.5000	275.3333
245.5000	276.8333
246.0000	278.6667
246.0000	280.1667
246.5000	282.1667
246.5000	284.0000
246.1667	286.0000
245.6667	287.0000
245.1667	289.0000
244.6667	290.5000
244.0000	292.1667
243.5000	293.6667
242.8333	295.3333
242.1667	296.8333
241.1667	298.8333
240.8333	300.0000
240.0000	301.3333
239.1667	302.1667
238.6667	302.8333
237.6667	303.1667
237.0000	303.8333
236.1667	304.3333
