256.3333	255.3333
257.3333	256.6667
260.3333	257.3333
263.3333	257.6667
265.6667	258.0000
268.3333	258.0000
271.3333	257.6667
275.3333	258.3333
277.0000	260.3333
281.0000	263.6667
283.0000	264.6667
287.0000	265.0000
289.6667	267.0000
292.3333	267.6667
294.0000	268.0000
297.0000	268.0000
300.0000	267.0000
302.0000	266.3333
304.3333	265.3333
306.3333	264.6667
307.6667	264.3333
310.3333	263.6667
312.0000	261.3333
312.0000	258.3333
312.0000	254.6667
312.0000	252.0000
314.3333	250.0000
316.0000	249.0000
319.3333	246.6667
321.6667	244.6667
323.0000	243.6667
325.6667	241.6667
327.0000	241.6667
329.6667	241.6667
332.0000	242.0000
