255.5000	258.1667
254.0833	260.8333
254.6667	262.9167
255.9167	264.9167
257.2500	267.5000
257.0000	270.2500
255.8333	273.3333
254.1667	275.2500
251.7500	275.9167
249.5000	275.5000
246.7500	274.5000
244.5000	272.4167
242.0833	270.5000
239.4167	268.7500
237.7500	266.5833
235.7500	264.4167
234.8333	261.6667
231.3333	260.5833
226.5833	258.5000
224.6667	256.5833
222.9167	254.7500
221.0833	252.9167
219.5000	251.3333
218.5000	249.0000
218.7500	246.5000
221.0000	244.4167
222.8333	242.7500
224.7500	242.0000
228.7500	241.9167
231.8333	241.1667
233.5000	239.0833
235.9167	239.4167
238.5000	238.1667
241.0000	236.3333
242.1667	233.6667
241.2500	230.9167
239.0833	228.5833
236.6667	226.3333
235.3333	225.0000
