178.8333	260.8333
175.6667	263.5000
172.1667	265.6667
168.1667	266.3333
164.5000	268.0000
164.1667	272.1667
165.1667	275.6667
168.0000	279.1667
172.3333	280.6667
177.5000	278.6667
183.3333	278.5000
190.3333	278.1667
196.3333	278.5000
199.5000	280.1667
203.3333	282.8333
206.8333	283.5000
209.1667	287.0000
211.8333	290.1667
215.6667	293.1667
218.5000	296.8333
221.0000	300.5000
225.8333	301.5000
231.5000	301.5000
235.3333	299.8333
238.6667	297.0000
242.5000	294.5000
245.1667	293.1667
248.0000	289.5000
249.8333	286.8333
253.3333	282.3333
255.1667	278.3333
257.1667	275.0000
260.6667	271.8333
262.3333	268.5000
262.1667	265.1667
259.8333	261.0000
257.6667	258.8333
