129.2500	293.0000
134.0000	293.0000
138.5000	292.2500
141.5000	290.7500
144.7500	288.2500
146.7500	284.5000
149.5000	281.7500
152.2500	279.7500
156.0000	279.2500
159.2500	279.0000
162.2500	281.2500
168.0000	282.0000
172.2500	280.7500
177.0000	277.7500
179.2500	274.5000
182.2500	270.2500
184.0000	266.0000
186.0000	261.7500
189.7500	258.5000
195.7500	257.0000
203.0000	257.2500
212.0000	257.5000
217.7500	256.7500
221.2500	255.5000
225.5000	255.5000
229.2500	255.5000
232.2500	252.5000
234.5000	250.2500
235.2500	246.7500
237.5000	245.5000
240.5000	245.2500
244.7500	246.7500
247.5000	248.5000
251.0000	251.2500
254.0000	255.2500
