338.6667	361.3333
334.6667	358.6667
334.6667	352.6667
334.0000	346.6667
330.6667	341.3333
329.3333	337.3333
326.6667	330.6667
322.0000	326.6667
318.6667	320.6667
319.3333	316.0000
322.0000	310.6667
325.3333	306.0000
325.3333	303.3333
324.6667	298.6667
322.0000	298.6667
317.3333	299.3333
312.0000	302.0000
308.6667	304.0000
305.3333	304.0000
301.3333	304.0000
297.3333	303.3333
292.0000	301.3333
287.3333	301.3333
284.0000	304.6667
281.3333	307.3333
282.0000	312.0000
281.3333	316.0000
277.3333	321.3333
270.0000	324.6667
