460.7500	138.5000
457.3750	142.3750
455.8750	146.6250
455.2500	152.1250
454.8750	157.7500
452.3750	160.0000
451.2500	156.0000
452.1250	152.1250
453.7500	147.2500
455.1250	143.6250
456.7500	138.3750
453.8750	133.1250
452.2500	131.6250
447.7500	132.2500
442.2500	135.1250
436.8750	138.2500
432.5000	140.8750
429.8750	141.1250
427.6250	133.5000
424.1250	129.0000
419.7500	126.6250
414.6250	126.1250
408.3750	126.8750
402.3750	128.7500
396.7500	128.7500
391.2500	127.3750
384.8750	127.0000
381.0000	127.1250
