311.1667	287.1667
311.0833	285.0000
311.5000	283.6667
312.3333	282.5000
313.4167	280.8333
314.7500	278.8333
315.5833	277.6667
316.9167	275.4167
318.7500	273.2500
320.5833	271.5000
321.7500	269.8333
323.0000	268.5000
324.0000	267.5000
325.0833	266.1667
326.5833	264.6667
327.3333	263.6667
328.5833	262.6667
330.5000	261.3333
331.9167	259.8333
333.5833	257.7500
334.8333	255.9167
335.9167	253.9167
337.5000	252.1667
339.0833	250.5833
339.9167	249.1667
341.2500	248.1667
344.0000	247.5833
345.5833	246.6667
346.7500	245.1667
348.4167	243.7500
349.5833	242.3333
350.9167	240.0000
351.0000	237.6667
351.5000	236.4167
351.9167	235.0833
352.0000	232.8333
352.0833	231.1667
351.8333	229.9167
351.2500	228.0833
350.7500	226.7500
349.4167	226.7500
348.0833	226.5833
347.0833	226.4167
