255.7500	257.3333
257.6667	258.0833
259.1667	259.6667
260.4167	261.4167
261.9167	262.0000
262.6667	263.6667
263.5833	265.7500
265.2500	267.4167
265.3333	269.4167
265.9167	271.2500
267.7500	273.8333
270.0000	274.8333
271.5833	274.7500
273.3333	274.3333
274.0000	273.5833
275.1667	272.2500
275.9167	270.7500
277.2500	268.9167
278.3333	267.6667
279.0833	266.1667
280.5000	265.4167
281.6667	264.3333
282.7500	263.7500
283.4167	262.5000
283.7500	261.0000
284.0000	259.3333
284.8333	257.6667
285.3333	256.4167
286.0833	255.5833
286.4167	253.5000
286.8333	252.2500
287.8333	250.8333
