352.7500	268.6250
351.1250	267.6250
350.0000	266.0000
348.8750	263.8750
347.5000	263.2500
346.8750	261.7500
345.8750	260.2500
345.8750	258.6250
345.2500	256.8750
344.5000	255.7500
343.0000	254.3750
341.0000	252.7500
339.2500	251.1250
337.6250	250.0000
336.5000	249.2500
335.1250	249.1250
333.8750	248.5000
332.7500	247.0000
331.8750	246.6250
330.3750	246.5000
329.6250	246.5000
328.1250	246.5000
327.0000	246.6250
326.3750	247.6250
325.0000	248.6250
324.3750	249.7500
323.2500	251.5000
323.0000	252.7500
323.1250	254.6250
323.1250	255.7500
322.2500	258.1250
321.7500	258.7500
320.5000	260.0000
318.8750	260.6250
316.6250	261.6250
315.8750	261.7500
314.8750	262.1250
