282.5000	242.0000
281.3750	243.5000
279.7500	245.7500
277.8750	246.5000
277.7500	244.8750
278.7500	242.5000
279.5000	240.7500
279.7500	238.2500
279.0000	235.5000
278.2500	233.0000
276.7500	232.2500
274.3750	231.7500
272.5000	231.7500
270.5000	232.1250
269.3750	234.6250
269.5000	238.7500
268.5000	241.5000
267.7500	244.2500
266.0000	246.6250
264.7500	250.0000
263.0000	252.0000
262.0000	254.2500
259.3750	256.2500
257.1250	258.1250
254.2500	259.2500
251.3750	260.2500
248.6250	260.5000
246.3750	260.5000
244.3750	260.0000
242.5000	259.5000
240.3750	258.7500
238.7500	258.0000
237.5000	257.5000
235.7500	256.2500
235.2500	255.2500
233.5000	254.7500
231.7500	253.6250
230.7500	253.5000
230.0000	254.8750
228.3750	257.0000
227.5000	258.5000
227.1250	260.6250
226.3750	262.7500
226.6250	265.2500
227.6250	267.7500
228.2500	270.6250
227.7500	273.2500
226.3750	276.5000
225.1250	278.6250
223.1250	280.1250
