250.6250	305.0000
248.3750	305.1250
246.3750	305.6250
244.5000	305.0000
243.5000	302.3750
242.7500	300.3750
242.3750	297.3750
242.1250	295.3750
240.8750	292.5000
241.1250	289.5000
241.1250	287.1250
241.5000	284.7500
241.3750	283.6250
239.5000	281.6250
240.3750	280.1250
242.1250	278.3750
244.6250	277.1250
247.7500	277.2500
251.3750	277.3750
254.2500	277.7500
257.0000	279.3750
258.3750	280.8750
260.0000	282.2500
261.7500	284.2500
262.5000	286.1250
263.7500	287.0000
265.5000	287.1250
268.0000	287.1250
270.0000	286.6250
271.7500	285.6250
273.7500	284.3750
275.3750	282.8750
277.1250	281.1250
278.0000	279.8750
