195.5000	305.3750
196.7500	303.8750
198.6250	303.0000
198.9167	301.1667
200.1667	299.5833
201.2500	297.8333
201.9167	296.0833
202.8333	294.1667
203.6667	292.7500
204.2500	291.7500
204.7500	290.1667
205.0000	289.0000
205.2500	288.1667
206.0833	286.5833
205.8333	285.3333
205.3333	284.2500
204.4167	282.9167
203.5000	281.7500
202.5000	280.3333
201.6667	279.1667
200.7500	278.1667
199.2500	276.9167
197.5000	275.2500
195.7500	273.9167
194.2500	272.2500
193.6667	271.4167
194.5833	269.9167
196.0000	268.5000
196.8333	267.0000
