22.0000	        61.0000
358.0000	240.2500
352.0000	240.0000
346.5000	242.5000
341.2500	244.7500
335.7500	244.7500
331.5000	247.5000
329.5000	251.0000
328.2500	254.5000
325.7500	258.2500
322.2500	261.0000
317.5000	264.0000
311.2500	267.2500
309.5000	272.2500
307.7500	277.0000
304.5000	280.7500
298.5000	282.7500
292.2500	284.0000
284.7500	284.0000
280.2500	281.2500
277.2500	276.2500
277.2500	271.7500
273.0000	269.7500
270.0000	268.2500
267.2500	265.7500
264.2500	264.0000
261.5000	260.7500
256.7500	260.0000
