224.5000	279.5000
226.1667	277.0000
227.3333	275.1667
227.6667	272.6667
228.0000	270.3333
227.3333	267.5000
226.6667	265.0000
226.5000	262.3333
227.0000	260.5000
227.8333	258.8333
228.5000	256.6667
229.5000	254.5000
230.1667	253.0000
232.3333	253.8333
235.5000	256.1667
238.3333	258.1667
242.5000	259.6667
246.0000	260.5000
249.6667	260.5000
253.6667	260.0000
256.3333	259.0000
259.3333	257.0000
261.6667	254.5000
263.3333	252.0000
264.3333	249.3333
265.8333	246.3333
267.3333	243.6667
268.3333	240.3333
269.1667	236.8333
269.3333	234.1667
269.6667	232.3333
271.3333	231.3333
273.3333	231.3333
276.3333	231.8333
278.6667	234.1667
279.1667	237.6667
278.8333	240.8333
278.3333	243.0000
277.6667	244.8333
278.8333	246.0000
280.6667	244.1667
282.3333	242.3333
